ENTRY            O1535   20070905                             O031O153500000001 
SUBENT        O1535001   20070905                             O031O153500100001 
BIB                 11         25                                 O153500100002 
TITLE      Refractive effects and difference in absorption        O153500100003 
           between C-12+O-16 and C-12+O-18.                       O153500100004 
AUTHOR     (S.SZILNER, M.P.Nicoli, Z.BASRAK, R.M.Freeman, F.HAAS, O153500100005 
           A.Morsad)                                              O153500100006 
INSTITUTE  (3CRORBZ)                                              O153500100007 
           (2FR STR)                                              O153500100008 
           (3MORMOR) University of Hassan II.                     O153500100009 
REFERENCE  (C,99RAB,,180,1999)                                    O153500100010 
           (J,PR/C,64,064614,2001) Optical model analysis.        O153500100011 
           (J,PR/C,61,034609,2000) Ii is O1000 with elastic       O153500100012 
           scattering data for C-12+O-16 reaction. Data were      O153500100013 
           received from S.Szilner.                               O153500100014 
HISTORY    (20070905C) S.B                                        O153500100015 
SAMPLE     Self-supporting carbon films, approx. 20 mug/cm**2     O153500100016 
           thickness, were used.                                  O153500100017 
ADD-RES    (POT) Optical model analysis and parameters.           O153500100018 
DETECTOR   (MAGSP) Q3D-Spectrometer                               O153500100019 
           (PROPC) A position-sensitive proportional counter.     O153500100020 
           (SOLST) Two position-sensitive silicon detectors, area=O153500100021 
            5*1 cm**2, placed 7.8 cm from the target.             O153500100022 
FACILITY   (VDGT,2FR STR) The Strasbourg Tandem Vivitron          O153500100023 
           accelerator.                                           O153500100024 
METHOD     (SITA)                                                 O153500100025 
           (EXTB) O-18 beam                                       O153500100026 
STATUS     (TABLE).Data were received from S.Szilner 28.08.2007   O153500100027 
ENDBIB              25          0                                 O153500100028 
NOCOMMON             0          0                                 O153500100029 
ENDSUBENT           28          0                                 O153500199999 
SUBENT        O1535002   20070905                             O031O153500200001 
BIB                  2          2                                 O153500200002 
REACTION   (6-C-12(8-O-18,EL)6-C-12,,DA,,RTH)                     O153500200003 
ERR-ANALYS (DATA-ERR).THE ERROR WAS REPORTED BY AUTHORS IN TABLE  O153500200004 
ENDBIB               2          0                                 O153500200005 
NOCOMMON             0          0                                 O153500200006 
DATA                 4        398                                 O153500200007 
EN         ANG-CM     DATA-CM    DATA-ERR                         O153500200008 
MEV        ADEG       NO-DIM     NO-DIM                           O153500200009 
   66.20000   12.52000    0.95602    0.14340                      O153500200010 
   66.20000   13.78000    0.86149    0.08617                      O153500200011 
   66.20000   15.03000    0.84117    0.00107                      O153500200012 
   66.20000   16.29000    0.80938    0.00123                      O153500200013 
   66.20000   17.55000    0.69511    0.00132                      O153500200014 
   66.20000   18.81000    0.59070    0.00139                      O153500200015 
   66.20000   20.07000    0.48034    0.00143                      O153500200016 
   66.20000   21.33000    0.39023    0.00145                      O153500200017 
   66.20000   22.59000    0.35111    0.00154                      O153500200018 
   66.20000   23.86000    0.34007    0.00169                      O153500200019 
   66.20000   25.12000    0.31781    0.00181                      O153500200020 
   66.20000   26.39000    0.27696    0.00186                      O153500200021 
   66.20000   27.66000    0.23054    0.00186                      O153500200022 
   66.20000   28.93000    0.17710    0.00178                      O153500200023 
   66.20000   30.20000    0.13907    0.00172                      O153500200024 
   66.20000   31.47000    0.12571    0.00177                      O153500200025 
   66.20000   32.75000    0.12398    0.00190                      O153500200026 
   66.20000   34.03000    0.11703    0.00199                      O153500200027 
   66.20000   35.31000    0.11324    0.00210                      O153500200028 
   66.20000   36.59000    0.09854    0.00210                      O153500200029 
   66.20000   37.88000    0.07019    0.00190                      O153500200030 
   66.20000   39.16000    0.05360    0.00177                      O153500200031 
   66.20000   40.46000    0.03817    0.00159                      O153500200032 
   66.20000   41.75000    0.03316    0.00157                      O153500200033 
   66.20000   43.05000    0.03692    0.00176                      O153500200034 
   66.20000   44.35000    0.04472    0.00205                      O153500200035 
   66.20000   45.65000    0.04996    0.00228                      O153500200036 
   66.20000   46.92000    0.03210    0.00017                      O153500200037 
   66.20000   46.96000    0.04081    0.00218                      O153500200038 
   66.20000   48.23000    0.02225    0.00014                      O153500200039 
   66.20000   48.27000    0.02812    0.00190                      O153500200040 
   66.20000   49.55000    0.01214    0.00011                      O153500200041 
   66.20000   50.87000    0.00782    0.00009                      O153500200042 
   66.20000   52.19000    0.00982    0.00010                      O153500200043 
   66.20000   53.52000    0.01357    0.00012                      O153500200044 
   66.20000   54.85000    0.01773    0.00014                      O153500200045 
   66.20000   56.19000    0.01791    0.00014                      O153500200046 
   66.20000   57.53000    0.01292    0.00012                      O153500200047 
   66.20000   58.88000    0.00772    0.00010                      O153500200048 
   66.20000   60.24000    0.00370    0.00007                      O153500200049 
   66.20000   61.60000    0.00147    0.00004                      O153500200050 
   66.20000   62.97000    0.00307    0.00006                      O153500200051 
   66.20000   64.34000    0.00746    0.00010                      O153500200052 
   66.20000   65.72000    0.01327    0.00014                      O153500200053 
   66.20000   67.11000    0.01291    0.00014                      O153500200054 
   66.20000   68.51000    0.01155    0.00013                      O153500200055 
   66.20000   69.92000    0.00858    0.00011                      O153500200056 
   66.20000   71.34000    0.00336    0.00007                      O153500200057 
   66.20000   72.77000    0.00174    0.00005                      O153500200058 
   66.20000   74.20000    0.00322    0.00007                      O153500200059 
   66.20000   75.65000    0.00755    0.00011                      O153500200060 
   66.20000   77.11000    0.01145    0.00014                      O153500200061 
   66.20000   78.59000    0.01260    0.00014                      O153500200062 
   66.20000   80.08000    0.00873    0.00012                      O153500200063 
   66.20000   81.58000    0.00382    0.00008                      O153500200064 
   66.20000   83.11000    0.00133    0.00005                      O153500200065 
   66.20000   84.64000    0.00393    0.00008                      O153500200066 
   66.20000   86.20000    0.00815    0.00012                      O153500200067 
   66.20000   87.78000    0.00738    0.00012                      O153500200068 
   66.20000   89.38000    0.00305    0.00008                      O153500200069 
   66.20000   91.01000    0.00105    0.00004                      O153500200070 
   66.20000   92.67000    0.00105    0.00005                      O153500200071 
   66.20000   94.36000    0.00241    0.00008                      O153500200072 
   66.20000   96.08000    0.00376    0.00010                      O153500200073 
   66.20000   97.84000    0.00248    0.00009                      O153500200074 
   66.20000   99.66000    0.00131    0.00006                      O153500200075 
   66.20000  101.52000    0.00147    0.00007                      O153500200076 
   66.20000  103.44000    0.00224    0.00010                      O153500200077 
   66.20000  105.44000    0.00138    0.00008                      O153500200078 
   66.20000  107.53000    0.00068    0.00004                      O153500200079 
   66.20000  108.00000    0.00047    0.00006                      O153500200080 
   66.20000  109.00000    0.00012    0.00003                      O153500200081 
   66.20000  110.00000    0.00163    0.00011                      O153500200082 
