ENTRY            O1304   20080603                             O036O130400000001 
SUBENT        O1304001   20080603                             O036O130400100001 
BIB                 11         41                                 O130400100002 
TITLE      Evaporation residues produced in spallation of 208Pb byO130400100003 
           protons at 500A MeV.                                   O130400100004 
REFERENCE  (J,NP/A,768,1,2006)                                    O130400100005 
AUTHOR     (L.Audouin, L.Tassan-Got, P.Armbruster, J.Benlliure,   O130400100006 
           M.Bernas, A.Boudard, E.Casarejos, S.Czajkowski,        O130400100007 
           T.Enqvist, B.Fernandez-Dominguez, B.Jurado, R.Legrain, O130400100008 
           S.Leray, B.Mustapha, J.Pereira, M.Pravikoff, F.Rejmund,O130400100009 
           M.-V.Ricciardi, K.-H.Schmidt, C.Stephan, J.Taieb,      O130400100010 
           C.Volant, W.Wlazlo)                                    O130400100011 
INSTITUTE  (2FR PAR) IPN Orsay, CNRS-IN2P3.                       O130400100012 
           (2GERGSI)                                              O130400100013 
           (2SPNSAU) Universitad Santiago de Compostela.          O130400100014 
           (2FR SAC) DAPNIA/SPhN.                                 O130400100015 
           (2FR GRA) CENBG, CNRS-IN2P3.                           O130400100016 
REL-REF    (R,O1228001,B.FERNANDEZ-DOMINGUEZ+,J,NP/A,747,227,2005)O130400100017 
           the same experiment for the fission products .         O130400100018 
           (N,,B.JURADO+,J,NIM/A,483,603,2002) Beam-intensity     O130400100019 
           monitor.                                               O130400100020 
           (R,,M.PFUTZNER+,J,NIM/B,86,213,1994) The complete      O130400100021 
           description MUlti-Sampling ionisation chamber.         O130400100022 
           (R,O0500001,M.GLORIS+,J,NIM/A,463,593,2001)            O130400100023 
           The data for P+nat-Pb at 550 MeV.                      O130400100024 
SAMPLE     A 87.3 mg/cm2 liquid hydrogen target located at the    O130400100025 
           entrance of the Fragment Separator. The target window  O130400100026 
           Consisted of two 9 mg/cm2 Ti foils on each side.       O130400100027 
           In order to maximise the proportion of fully stripped  O130400100028 
           fragments in the spectrometer, a 60 mg/cm2 Nb foil was O130400100029 
           placed after the target.                               O130400100030 
DETECTOR   (MAGSP)                                                O130400100031 
           (IOCH) In order to measure the nuclear charge of the   O130400100032 
           fragment, 4 MUlti-Sampling ionisation chambers were    O130400100033 
           placed at the exit of the spectrometer.                O130400100034 
FACILITY   (SYNCH,2GERGSI) The synchrotron was used to produce a  O130400100035 
            500A MeV 208Pb pulsed beam with a pulse duration of 4 O130400100036 
           seconds and a repetition time of 8 seconds.            O130400100037 
           (FRS,2GERGSI)                                          O130400100038 
METHOD     (SITA,BCINT,OLMS,EDE,TOF)                              O130400100039 
HISTORY    (20060211C) By F.E.Ch                                  O130400100040 
           (20080603A) En-cm=668 MeV was changed to En=500 MeV*A  O130400100041 
ADD-RES    (COMP) EPAX Code and experimental data of Gloris et al.O130400100042 
           (A-DIS)                                                O130400100043 
ENDBIB              41          0                                 O130400100044 
NOCOMMON             0          0                                 O130400100045 
ENDSUBENT           44          0                                 O130400199999 
SUBENT        O1304002   20080603                             O036O130400200001 
BIB                  5         24                                 O130400200002 
REACTION   (1-H-1(82-PB-208,X)ELEM/MASS,,SIG)                     O130400200003 
           Inverse kinematics has been used.                      O130400200004 
ERR-ANALYS (ERR-1) The possible systematic uncertainty.           O130400200005 
           (ERR-S) The statistical uncertainty.                   O130400200006 
COMMENT    -By authors. An especially interesting result of this  O130400200007 
           experiment is the measurement of the production cross  O130400200008 
           section of 15 isotopes of Bi.  Those nuclides are      O130400200009 
           formed by charge-pickup reactions.  In the energy rangeO130400200010 
           considered here, the capture of the incident proton is O130400200011 
           not initially possible, as the incident proton energy  O130400200012 
           is well above the Fermi energy of the target nuclide.  O130400200013 
           Therefore the formation of 209-Bi is improbable, and   O130400200014 
           the formation of 208-Bi is only possible via, either   O130400200015 
           the formation of a resonant state (delta and pions), orO130400200016 
           a quasi-elastic collision between the incident proton  O130400200017 
           and a neutron from the target nuclide, in which the    O130400200018 
           neutrons leaves with an energy very close to the       O130400200019 
           initial energy of the proton.                          O130400200020 
           -By compiler.  EN-CM has been calculated by compiler.  O130400200021 
STATUS     (TABLE) In the paper.                                  O130400200022 
CORRECTION The production rates were corrected for the losses in  O130400200023 
           the different layers of matter located in the path of  O130400200024 
           the fragments after the target area (degrader, plastic O130400200025 
           scintillators, MUSIC chambers).                        O130400200026 
ENDBIB              24          0                                 O130400200027 
COMMON               1          3                                 O130400200028 
EN                                                                O130400200029 
MEV/A                                                             O130400200030 
       500.                                                       O130400200031 
ENDCOMMON            3          0                                 O130400200032 
DATA                 5        249                                 O130400200033 
ELEMENT    MASS       DATA       ERR-1      ERR-S                 O130400200034 
        77.       171.      0.007      0.002      0.001           O130400200123 
        77.       172.      0.032      0.008      0.001           O130400200124 
        77.       173.       0.11       0.02      0.002           O130400200125 
        77.       174.       0.25       0.05      0.002           O130400200126 
        77.       175.       0.58        0.1      0.004           O130400200127 
        77.       176.       1.17       0.18      0.006           O130400200128 
        77.       177.       1.94       0.27       0.01           O130400200129 
        77.       178.       3.03       0.37       0.01           O130400200130 
        77.       179.       4.29       0.47       0.02           O130400200131 
        77.       180.       5.23       0.54       0.02           O130400200132 
        77.       181.       6.27        0.6       0.03           O130400200133 
        77.       182.       6.05       0.57       0.03           O130400200134 
        77.       183.       5.53       0.52       0.03           O130400200135 
        77.       184.       4.74       0.44       0.03           O130400200136 
        77.       185.       3.77       0.36       0.03           O130400200137 
        77.       186.       2.78       0.27       0.02           O130400200138 
        77.       187.       2.01        0.2       0.02           O130400200139 
        77.       188.       1.36       0.14       0.01           O130400200140 
        77.       189.       0.92       0.09       0.01           O130400200141 
        77.       190.       0.66       0.05       0.01           O130400200142 
        77.       191.       0.44       0.04      0.007           O130400200143 
        77.       192.       0.26       0.02      0.005           O130400200144 
        77.       193.       0.15       0.01      0.005           O130400200145 
        77.       194.       0.08      0.007      0.004           O130400200146 
        77.       195.      0.048      0.004      0.004           O130400200147 
        78.       175.      0.058      0.011      0.001           O130400200148 
        78.       176.       0.19       0.03      0.003           O130400200149 
        78.       177.       0.51       0.07      0.004           O130400200150 
        78.       178.        1.2       0.15      0.006           O130400200151 
        78.       179.       2.16       0.25       0.01           O130400200152 
        78.       180.       3.95       0.41       0.02           O130400200153 
        78.       181.       5.73       0.57       0.02           O130400200154 
        78.       182.       7.49       0.71       0.03           O130400200155 
        78.       183.        9.1       0.84       0.05           O130400200156 
        78.       184.      10.01       0.91       0.06           O130400200157 
        78.       185.      10.07       0.91       0.05           O130400200158 
        78.       186.       9.33       0.84       0.05           O130400200159 
        78.       187.        7.9       0.73       0.05           O130400200160 
        78.       188.       6.59       0.62       0.04           O130400200161 
        78.       189.        5.6       0.52       0.04           O130400200162 
        78.       190.       4.28        0.4       0.03           O130400200163 
        78.       191.       3.14        0.3       0.03           O130400200164 
        78.       192.       2.05       0.21       0.01           O130400200165 
        78.       193.       1.48       0.15       0.01           O130400200166 
        78.       194.       0.96        0.1       0.01           O130400200167 
        78.       195.       0.62       0.07      0.008           O130400200168 
        78.       196.       0.35       0.04      0.006           O130400200169 
        78.       197.       0.18       0.03       0.01           O130400200170 
        79.       177.      0.018      0.003      0.001           O130400200171 
        79.       178.      0.082      0.012      0.002           O130400200172 
        79.       179.       0.27       0.03      0.003           O130400200173 
        79.       180.       0.92        0.1       0.01           O130400200174 
        79.       181.       1.85       0.19       0.01           O130400200175 
        79.       182.       3.86       0.37       0.02           O130400200176 
        79.       183.       5.95       0.55       0.03           O130400200177 
        79.       184.       8.66       0.79       0.04           O130400200178 
        79.       185.      11.64       1.04       0.06           O130400200179 
        79.       186.      13.84       1.23       0.07           O130400200180 
        79.       187.      14.63       1.31       0.09           O130400200181 
        79.       188.      15.51       1.39       0.09           O130400200182 
        79.       189.      15.38       1.39        0.1           O130400200183 
        79.       190.      14.45       1.17       0.23           O130400200184 
        79.       191.      12.52       1.17       0.07           O130400200185 
        79.       192.      10.69         1.       0.06           O130400200186 
        79.       193.       8.74       0.84       0.06           O130400200187 
        79.       194.       6.55       0.65       0.04           O130400200188 
        79.       195.       5.12       0.52       0.03           O130400200189 
        79.       196.       3.34       0.39       0.03           O130400200190 
        79.       197.       2.62        0.3       0.02           O130400200191 
        79.       198.        1.9       0.22       0.02           O130400200192 
        79.       199.       1.07        0.1       0.02           O130400200193 
        79.       200.       0.69        0.1       0.02           O130400200194 
        79.       201.       0.52       0.09       0.03           O130400200195 
        79.       202.       0.28       0.06       0.02           O130400200196 
        79.       203.       0.12       0.03       0.01           O130400200197 
        79.       204.       0.06       0.02      0.003           O130400200198 
        79.       205.      0.008      0.006      0.001           O130400200199 
        80.       180.      0.009      0.002      0.001           O130400200200 
        80.       181.       0.08       0.01      0.002           O130400200201 
        80.       182.       0.38       0.04      0.007           O130400200202 
        80.       183.       1.08        0.1       0.01           O130400200203 
        80.       184.       2.21       0.21       0.02           O130400200204 
        80.       185.       4.44       0.41       0.03           O130400200205 
        80.       186.         8.       0.72       0.04           O130400200206 
        80.       187.      10.79       0.98       0.05           O130400200207 
        80.       188.      14.26        1.3       0.07           O130400200208 
        80.       189.      17.41        1.6        0.1           O130400200209 
        80.       190.      18.74       1.77       0.08           O130400200210 
        80.       191.      20.24       1.93        0.1           O130400200211 
        80.       192.      20.91       2.02        0.1           O130400200212 
        80.       193.      18.63       1.88       0.07           O130400200213 
        80.       194.      18.15       1.84       0.09           O130400200214 
        80.       195.       16.7       1.71       0.08           O130400200215 
        80.       196.      13.13       1.44       0.06           O130400200216 
        80.       197.      11.19       1.24       0.05           O130400200217 
        80.       198.       9.55       1.07       0.05           O130400200218 
        80.       199.        7.6       0.69       0.05           O130400200219 
        80.       200.       6.22       0.73       0.04           O130400200220 
        80.       201.       4.91       0.45       0.05           O130400200221 
        80.       202.       3.92       0.37       0.05           O130400200222 
        80.       203.       3.19       0.26       0.14           O130400200223 
        80.       204.       1.98       0.19       0.23           O130400200224 
        80.       206.        0.5       0.04       0.01           O130400200225 
        81.       184.      0.045      0.006      0.003           O130400200226 
        81.       185.       0.25       0.03      0.006           O130400200227 
        81.       186.       0.92       0.09       0.02           O130400200228 
        81.       187.       2.38       0.23       0.03           O130400200229 
        81.       188.       4.93       0.47       0.04           O130400200230 
        81.       189.       8.23       0.78       0.07           O130400200231 
        81.       190.      12.27       1.18       0.09           O130400200232 
        81.       191.       16.5       1.62       0.12           O130400200233 
        81.       192.      19.05       1.94       0.14           O130400200234 
        81.       193.      21.85       2.29       0.13           O130400200235 
        81.       194.      24.72       2.64       0.14           O130400200236 
        81.       195.      24.19        2.7       0.12           O130400200237 
        81.       196.      23.96       2.75        0.1           O130400200238 
        81.       197.      24.82       2.86       0.11           O130400200239 
        81.       198.       22.1       2.67        0.1           O130400200240 
        81.       199.      22.72        2.7       0.09           O130400200241 
        81.       200.      22.55       2.65        0.1           O130400200242 
        81.       201.      19.72       2.41       0.07           O130400200243 
        81.       202.      18.64       2.28       0.08           O130400200244 
        81.       203.      18.39       2.23       0.08           O130400200245 
        81.       204.      15.72       1.98       0.08           O130400200246 
        81.       205.      14.39       1.89       0.12           O130400200247 
        81.       206.      12.49       1.32       0.58           O130400200248 
        81.       207.      14.62       1.72       0.12           O130400200249 
        82.       188.        0.1       0.01      0.005           O130400200250 
        82.       189.        0.4       0.05       0.01           O130400200251 
        82.       190.       1.65       0.19       0.04           O130400200252 
        82.       191.       3.06       0.34       0.04           O130400200253 
        82.       192.       5.34       0.61       0.06           O130400200254 
        82.       193.       8.89       1.03       0.09           O130400200255 
        82.       194.      11.99       1.45        0.1           O130400200256 
        82.       195.      14.07       1.78        0.1           O130400200257 
        82.       196.      16.92       2.26       0.12           O130400200258 
        82.       197.      20.21       2.72       0.12           O130400200259 
        82.       198.      21.93       3.05       0.11           O130400200260 
        82.       199.      24.06        3.4        0.1           O130400200261 
        82.       200.      25.43       3.69       0.13           O130400200262 
        82.       201.      26.54       3.94        0.1           O130400200263 
        82.       202.      28.68       4.24        0.1           O130400200264 
        82.       203.       29.2       4.39       0.12           O130400200265 
        82.       204.      31.55       4.74        0.1           O130400200266 
        82.       205.      34.53       5.18        0.1           O130400200267 
        82.       206.      39.74       6.02        0.1           O130400200268 
        82.       207.       61.8       9.05       0.29           O130400200269 
        83.       194.       0.97       0.17       0.08           O130400200270 
        83.       195.       1.93       0.36       0.06           O130400200271 
        83.       196.       2.95       0.52       0.08           O130400200272 
        83.       197.       4.01       0.75       0.07           O130400200273 
        83.       198.       4.87       1.01       0.08           O130400200274 
        83.       199.       6.05        1.3       0.08           O130400200275 
        83.       200.       6.59       1.54        0.1           O130400200276 
        83.       201.       7.35       1.73       0.08           O130400200277 
        83.       202.       7.83       1.87       0.09           O130400200278 
        83.       203.       8.13       1.63       0.07           O130400200279 
        83.       204.        8.3        2.1       0.07           O130400200280 
        83.       205.       8.16       2.14       0.07           O130400200281 
        83.       206.       5.63       1.26       0.05           O130400200282 
        83.       207.       3.12       0.82       0.04           O130400200283 
        83.       208.       1.08       0.44       0.03           O130400200284 
ENDDATA            251          0                                 O130400200285 
ENDSUBENT          284          0                                 O130400299999 
ENDENTRY             2          0                                 O130499999999 
