ENTRY            O1304   20080603                             O036O130400000001 
SUBENT        O1304001   20080603                             O036O130400100001 
BIB                 11         41                                 O130400100002 
TITLE      Evaporation residues produced in spallation of 208Pb byO130400100003 
           protons at 500A MeV.                                   O130400100004 
REFERENCE  (J,NP/A,768,1,2006)                                    O130400100005 
AUTHOR     (L.Audouin, L.Tassan-Got, P.Armbruster, J.Benlliure,   O130400100006 
           M.Bernas, A.Boudard, E.Casarejos, S.Czajkowski,        O130400100007 
           T.Enqvist, B.Fernandez-Dominguez, B.Jurado, R.Legrain, O130400100008 
           S.Leray, B.Mustapha, J.Pereira, M.Pravikoff, F.Rejmund,O130400100009 
           M.-V.Ricciardi, K.-H.Schmidt, C.Stephan, J.Taieb,      O130400100010 
           C.Volant, W.Wlazlo)                                    O130400100011 
INSTITUTE  (2FR PAR) IPN Orsay, CNRS-IN2P3.                       O130400100012 
           (2GERGSI)                                              O130400100013 
           (2SPNSAU) Universitad Santiago de Compostela.          O130400100014 
           (2FR SAC) DAPNIA/SPhN.                                 O130400100015 
           (2FR GRA) CENBG, CNRS-IN2P3.                           O130400100016 
REL-REF    (R,O1228001,B.FERNANDEZ-DOMINGUEZ+,J,NP/A,747,227,2005)O130400100017 
           the same experiment for the fission products .         O130400100018 
           (N,,B.JURADO+,J,NIM/A,483,603,2002) Beam-intensity     O130400100019 
           monitor.                                               O130400100020 
           (R,,M.PFUTZNER+,J,NIM/B,86,213,1994) The complete      O130400100021 
           description MUlti-Sampling ionisation chamber.         O130400100022 
           (R,O0500001,M.GLORIS+,J,NIM/A,463,593,2001)            O130400100023 
           The data for P+nat-Pb at 550 MeV.                      O130400100024 
SAMPLE     A 87.3 mg/cm2 liquid hydrogen target located at the    O130400100025 
           entrance of the Fragment Separator. The target window  O130400100026 
           Consisted of two 9 mg/cm2 Ti foils on each side.       O130400100027 
           In order to maximise the proportion of fully stripped  O130400100028 
           fragments in the spectrometer, a 60 mg/cm2 Nb foil was O130400100029 
           placed after the target.                               O130400100030 
DETECTOR   (MAGSP)                                                O130400100031 
           (IOCH) In order to measure the nuclear charge of the   O130400100032 
           fragment, 4 MUlti-Sampling ionisation chambers were    O130400100033 
           placed at the exit of the spectrometer.                O130400100034 
FACILITY   (SYNCH,2GERGSI) The synchrotron was used to produce a  O130400100035 
            500A MeV 208Pb pulsed beam with a pulse duration of 4 O130400100036 
           seconds and a repetition time of 8 seconds.            O130400100037 
           (FRS,2GERGSI)                                          O130400100038 
METHOD     (SITA,BCINT,OLMS,EDE,TOF)                              O130400100039 
HISTORY    (20060211C) By F.E.Ch                                  O130400100040 
           (20080603A) En-cm=668 MeV was changed to En=500 MeV*A  O130400100041 
ADD-RES    (COMP) EPAX Code and experimental data of Gloris et al.O130400100042 
           (A-DIS)                                                O130400100043 
ENDBIB              41          0                                 O130400100044 
NOCOMMON             0          0                                 O130400100045 
ENDSUBENT           44          0                                 O130400199999 
SUBENT        O1304002   20080603                             O036O130400200001 
BIB                  5         24                                 O130400200002 
REACTION   (1-H-1(82-PB-208,X)ELEM/MASS,,SIG)                     O130400200003 
           Inverse kinematics has been used.                      O130400200004 
ERR-ANALYS (ERR-1) The possible systematic uncertainty.           O130400200005 
           (ERR-S) The statistical uncertainty.                   O130400200006 
COMMENT    -By authors. An especially interesting result of this  O130400200007 
           experiment is the measurement of the production cross  O130400200008 
           section of 15 isotopes of Bi.  Those nuclides are      O130400200009 
           formed by charge-pickup reactions.  In the energy rangeO130400200010 
           considered here, the capture of the incident proton is O130400200011 
           not initially possible, as the incident proton energy  O130400200012 
           is well above the Fermi energy of the target nuclide.  O130400200013 
           Therefore the formation of 209-Bi is improbable, and   O130400200014 
           the formation of 208-Bi is only possible via, either   O130400200015 
           the formation of a resonant state (delta and pions), orO130400200016 
           a quasi-elastic collision between the incident proton  O130400200017 
           and a neutron from the target nuclide, in which the    O130400200018 
           neutrons leaves with an energy very close to the       O130400200019 
           initial energy of the proton.                          O130400200020 
           -By compiler.  EN-CM has been calculated by compiler.  O130400200021 
STATUS     (TABLE) In the paper.                                  O130400200022 
CORRECTION The production rates were corrected for the losses in  O130400200023 
           the different layers of matter located in the path of  O130400200024 
           the fragments after the target area (degrader, plastic O130400200025 
           scintillators, MUSIC chambers).                        O130400200026 
ENDBIB              24          0                                 O130400200027 
COMMON               1          3                                 O130400200028 
EN                                                                O130400200029 
MEV/A                                                             O130400200030 
       500.                                                       O130400200031 
ENDCOMMON            3          0                                 O130400200032 
DATA                 5        249                                 O130400200033 
ELEMENT    MASS       DATA       ERR-1      ERR-S                 O130400200034 
NO-DIM     NO-DIM     MB         MB         MB                    O130400200035 
        69.       164.      0.008      0.004      0.001           O130400200036 
        69.       165.      0.009      0.003      0.001           O130400200037 
        69.       166.      0.008      0.001      0.001           O130400200038 
        70.       165.      0.034      0.014      0.001           O130400200039 
        70.       166.      0.033       0.01      0.001           O130400200040 
        70.       167.      0.027      0.006      0.001           O130400200041 
        70.       168.      0.022      0.003      0.001           O130400200042 
        70.       169.      0.013      0.002      0.001           O130400200043 
        71.       168.      0.066      0.012      0.001           O130400200044 
        71.       169.      0.056      0.011      0.001           O130400200045 
        71.       170.      0.041      0.007      0.001           O130400200046 
        71.       171.      0.031      0.004      0.001           O130400200047 
        71.       172.      0.019      0.002      0.001           O130400200048 
        71.       173.      0.009      0.001      0.001           O130400200049 
        72.       169.       0.14       0.04      0.002           O130400200050 
        72.       170.       0.16       0.03      0.002           O130400200051 
        72.       171.       0.13       0.02      0.002           O130400200052 
        72.       172.       0.11       0.02      0.002           O130400200053 
        72.       173.      0.077       0.01      0.002           O130400200054 
        72.       174.      0.049      0.006      0.001           O130400200055 
        72.       175.      0.028      0.003      0.001           O130400200056 
        72.       176.      0.013      0.002      0.001           O130400200057 
        72.       177.      0.008      0.001      0.001           O130400200058 
        73.       170.        0.3       0.09      0.003           O130400200059 
        73.       171.       0.38       0.08      0.004           O130400200060 
        73.       172.       0.37       0.07      0.004           O130400200061 
        73.       173.       0.34       0.05      0.004           O130400200062 
        73.       174.       0.26      0.035      0.004           O130400200063 
        73.       175.       0.21      0.024      0.003           O130400200064 
        73.       176.       0.13      0.015      0.002           O130400200065 
        73.       177.       0.08      0.009      0.002           O130400200066 
        73.       178.      0.043      0.005      0.001           O130400200067 
        73.       179.      0.024      0.003      0.001           O130400200068 
        73.       180.      0.011      0.001      0.001           O130400200069 
        73.       181.      0.005      0.001      0.001           O130400200070 
        74.       171.        0.5       0.15      0.003           O130400200071 
        74.       172.       0.69       0.15      0.005           O130400200072 
        74.       173.       0.81       0.14      0.008           O130400200073 
        74.       174.       0.94       0.13       0.01           O130400200074 
        74.       175.       0.79        0.1      0.009           O130400200075 
        74.       176.       0.68       0.08      0.007           O130400200076 
        74.       177.        0.5       0.06      0.006           O130400200077 
        74.       178.       0.38       0.04      0.006           O130400200078 
        74.       179.       0.24       0.02      0.005           O130400200079 
        74.       180.       0.14       0.01      0.003           O130400200080 
        74.       181.      0.083      0.008      0.004           O130400200081 
        74.       182.      0.049      0.004      0.003           O130400200082 
        74.       183.      0.025      0.002      0.002           O130400200083 
        74.       184.      0.014      0.001      0.001           O130400200084 
        75.       171.        0.4       0.13      0.003           O130400200085 
        75.       172.       0.61       0.17      0.004           O130400200086 
        75.       173.       0.92        0.2      0.005           O130400200087 
        75.       174.       1.24       0.22      0.008           O130400200088 
        75.       175.       1.57       0.23       0.01           O130400200089 
        75.       176.       1.74       0.22       0.01           O130400200090 
        75.       177.       1.74        0.2       0.01           O130400200091 
        75.       178.       1.52       0.17       0.01           O130400200092 
        75.       179.       1.19       0.13       0.01           O130400200093 
        75.       180.       0.89       0.09       0.01           O130400200094 
        75.       181.       0.59       0.06      0.006           O130400200095 
        75.       182.       0.35       0.04      0.005           O130400200096 
        75.       183.       0.21       0.02      0.004           O130400200097 
        75.       184.       0.14       0.01      0.003           O130400200098 
        75.       185.       0.09       0.01      0.002           O130400200099 
        75.       186.      0.043      0.005      0.002           O130400200100 
        75.       187.      0.017      0.002      0.001           O130400200101 
        76.       171.       0.12       0.04      0.001           O130400200102 
        76.       172.       0.25       0.07      0.002           O130400200103 
        76.       173.        0.5       0.12      0.003           O130400200104 
        76.       174.       0.96       0.18      0.005           O130400200105 
        76.       175.       1.53       0.25      0.008           O130400200106 
        76.       176.       2.23       0.31       0.01           O130400200107 
        76.       177.       2.83       0.35       0.02           O130400200108 
        76.       178.       3.49       0.38       0.02           O130400200109 
        76.       179.       3.37       0.36       0.02           O130400200110 
        76.       180.       3.12       0.32       0.02           O130400200111 
        76.       181.       2.66       0.26       0.02           O130400200112 
        76.       182.        2.2       0.21       0.02           O130400200113 
        76.       183.       1.53       0.15       0.01           O130400200114 
        76.       184.       0.98        0.1       0.01           O130400200115 
        76.       185.       0.69       0.07      0.009           O130400200116 
        76.       186.       0.45       0.05      0.008           O130400200117 
        76.       187.       0.26       0.03      0.005           O130400200118 
        76.       188.       0.19       0.02      0.004           O130400200119 
        76.       189.       0.11       0.01      0.003           O130400200120 
        76.       190.      0.052      0.006      0.002           O130400200121 
        76.       191.      0.021      0.004      0.002           O130400200122 
