ENTRY            O1417   20070605                             O028O141700000001 
SUBENT        O1417001   20070605                             O028O141700100001 
BIB                 13         51                                 O141700100002 
TITLE      Light charged particle and neutron production in       O141700100003 
           proton- and alpha-particle-induced reactions on nat-Si O141700100004 
           at energies between 20 and 65 MeV                      O141700100005 
AUTHOR     (Ch.Dufauquez, Y.El Masri, V.Roberfroid, J.Cabreraa,   O141700100006 
           Th.Keutgen, J.Vanmol, P.Demetriou, R.Charity)          O141700100007 
INSTITUTE  (2BLGLVN) Fnrs and institute of nuclear physics.       O141700100008 
           (1USAWAS) Department of chemistry.                     O141700100009 
REFERENCE  (J,NP/A,773,24,2006)                                   O141700100010 
REL-REF    (R,,I.TILQUIN+,J,NIM/A,365,446,1995)  Demon counter.   O141700100011 
           (N,O1296001,P.DEMETRIOU+,J,PR/C,72,034607,2005)        O141700100012 
            Angle-integrated energy spectra                       O141700100013 
SAMPLE     A 215 mug/cm2 self-supporting foil of nat-Si of 18 mm  O141700100014 
           diameter. The target holder was set at a potential of  O141700100015 
           +18-kv to suppress secondary electron emission.        O141700100016 
DETECTOR   (TELES,SI,SI,SI) Light charged particlts emitted at    O141700100017 
           backward angles were detected and identified in seven  O141700100018 
           triple-Si E-delta-E telescopes. The Si-detectors with  O141700100019 
           thicknesses of 85, 706, and 706-mum, respectively.     O141700100020 
           (TELES,SI,SI) At forward angles, light charged         O141700100021 
           particles were detected in eight E-delta-E telescopes. O141700100022 
           (TELES,SI,CSICR) The telescopes were used for the firstO141700100023 
           experiment with the proton beams at forward angles.    O141700100024 
           The Si delta-E element was 40 mum thick and of 20 mm   O141700100025 
           active diameter.  This was followed by a 33 mm-thick   O141700100026 
           Cs(I) crystal of 15 mm diameter.                       O141700100027 
           (SCIN) Neutrons emitted in coincidence with charged    O141700100028 
           particles were detected in up to 81 Demon counters.    O141700100029 
           Each counter, consisting of an active volume of 16 cm  O141700100030 
           diameter by 20 cm depth, is filled with Ne213          O141700100031 
           liquid scintillator.  These detectors were mounted     O141700100032 
           outside the scattering chamber and were arranged in a  O141700100033 
           4-pi geometry                                          O141700100034 
FACILITY   (CYCLO,2BLGLVN)                                        O141700100035 
           The beams were chopped to produce a macro-time         O141700100036 
           structure of one beam pulse every 500 nanoseconds and  O141700100037 
           thus allow the detection of very long time-of-flight   O141700100038 
           events (especially neutrons).                          O141700100039 
METHOD     (SITA)                                                 O141700100040 
           (BCINT) Electron emission from this faraday cup was    O141700100041 
           suppressed by a guard electrode.                       O141700100042 
CORRECTION The dead time of acquisition data system was very      O141700100043 
           severely controlled and kept below 10% even though     O141700100044 
           related corrections were applied to the data.          O141700100045 
STATUS     (TABLE) From the authors.                              O141700100046 
HISTORY    (20070219C)                                            O141700100047 
           (20060626R) Data tables were received from             O141700100048 
            Th.Keutgen.                                           O141700100049 
           (20070605A) SF5 in subentry 002 is corrected according O141700100050 
             N.Otsuka remarks.                                    O141700100051 
           (20070605U) Last checking has been done.               O141700100052 
ERR-ANALYS (DATA-ERR) An analysis is not given.                   O141700100053 
ENDBIB              51          0                                 O141700100054 
NOCOMMON             0          0                                 O141700100055 
ENDSUBENT           54          0                                 O141700199999 
SUBENT        O1417002   20070605                             O028O141700200001 
BIB                  4          4                                 O141700200002 
REACTION   (14-SI-0(P,X)1-H-1,,DA/DE)                             O141700200003 
PART-DET   (P)                                                    O141700200004 
EN-SEC     (E,P)                                                  O141700200005 
ADD-RES    (COMP) Gnash prediction in laboratory frame.           O141700200006 
ENDBIB               4          0                                 O141700200007 
NOCOMMON             0          0                                 O141700200008 
DATA                 5       7053                                 O141700200009 
EN         ANG        E          DATA       DATA-ERR              O141700200010 
       48.5       125.      11.95    0.08387    0.01074           O141700301449 
       48.5       125.      12.05    0.06325    0.00933           O141700301450 
       48.5       125.      12.15    0.07287    0.01001           O141700301451 
       48.5       125.      12.25    0.07975    0.01047           O141700301452 
       48.5       125.      12.35    0.05637     0.0088           O141700301453 
       48.5       125.      12.45      0.077    0.01029           O141700301454 
       48.5       125.      12.55    0.05225    0.00848           O141700301455 
       48.5       125.      12.65    0.06737    0.00962           O141700301456 
       48.5       125.      12.75    0.05912    0.00902           O141700301457 
       48.5       125.      12.85     0.0495    0.00825           O141700301458 
       48.5       125.      12.95    0.06462    0.00943           O141700301459 
       48.5       125.      13.05    0.04262    0.00766           O141700301460 
       48.5       125.      13.15    0.06462    0.00943           O141700301461 
       48.5       125.      13.25    0.05087    0.00836           O141700301462 
       48.5       125.      13.35    0.06737    0.00962           O141700301463 
       48.5       125.      13.45    0.07012    0.00982           O141700301464 
       48.5       125.      13.55      0.077    0.01029           O141700301465 
       48.5       125.      13.65    0.06187    0.00922           O141700301466 
       48.5       125.      13.75    0.06462    0.00943           O141700301467 
       48.5       125.      13.85    0.04729    0.00906           O141700301468 
       48.5       125.      13.95     0.0643    0.00906           O141700301469 
       48.5       125.      14.05    0.04342    0.00906           O141700301470 
       48.5       125.      14.15    0.05259    0.00906           O141700301471 
       48.5       125.      14.25    0.03938    0.00906           O141700301472 
       48.5       125.      14.35     0.0434    0.00906           O141700301473 
       48.5       125.      14.45    0.04846    0.00906           O141700301474 
       48.5       125.      14.55    0.04774    0.00906           O141700301475 
       48.5       125.      14.65    0.06196    0.00906           O141700301476 
       48.5       125.      14.75      0.055     0.0087           O141700301477 
       48.5       125.      14.85    0.03987     0.0074           O141700301478 
       48.5       125.      14.95     0.0385    0.00728           O141700301479 
       48.5       125.      15.05    0.04262    0.00766           O141700301480 
       48.5       125.      15.15    0.04812    0.00813           O141700301481 
       48.5       125.      15.25     0.0385    0.00728           O141700301482 
       48.5       125.      15.35    0.04537     0.0079           O141700301483 
       48.5       125.      15.45    0.03987     0.0074           O141700301484 
       48.5       125.      15.55    0.03575    0.00701           O141700301485 
       48.5       125.      15.65    0.04812    0.00813           O141700301486 
       48.5       125.      15.75     0.0495    0.00825           O141700301487 
       48.5       125.      15.85      0.044    0.00778           O141700301488 
       48.5       125.      15.95    0.04262    0.00766           O141700301489 
       48.5       125.      16.05    0.04262    0.00766           O141700301490 
       48.5       125.      16.15    0.04812    0.00813           O141700301491 
       48.5       125.      16.25      0.033    0.00674           O141700301492 
       48.5       125.      16.35    0.05637     0.0088           O141700301493 
       48.5       125.      16.45     0.0275    0.00615           O141700301494 
       48.5       125.      16.55    0.02612    0.00599           O141700301495 
       48.5       125.      16.65      0.033    0.00674           O141700301496 
       48.5       125.      16.75      0.033    0.00674           O141700301497 
       48.5       125.      16.85    0.03437    0.00687           O141700301498 
       48.5       125.      16.95    0.04537     0.0079           O141700301499 
       48.5       125.      17.05    0.03575    0.00701           O141700301500 
       48.5       125.      17.15    0.04537     0.0079           O141700301501 
       48.5       125.      17.25    0.02337    0.00567           O141700301502 
       48.5       125.      17.35    0.03437    0.00687           O141700301503 
       48.5       125.      17.45    0.01925    0.00514           O141700301504 
       48.5       125.      17.55    0.03162    0.00659           O141700301505 
       48.5       125.      17.65    0.02337    0.00567           O141700301506 
       48.5       125.      17.75    0.04537     0.0079           O141700301507 
       48.5       125.      17.85    0.04125    0.00753           O141700301508 
       48.5       125.      17.95    0.03987     0.0074           O141700301509 
       48.5       125.      18.05    0.02612    0.00599           O141700301510 
       48.5       125.      18.15    0.03575    0.00701           O141700301511 
       48.5       125.      18.25    0.03162    0.00659           O141700301512 
       48.5       125.      18.35    0.03575    0.00701           O141700301513 
       48.5       125.      18.45    0.02475    0.00583           O141700301514 
       48.5       125.      18.55    0.02612    0.00599           O141700301515 
       48.5       125.      18.65    0.04125    0.00753           O141700301516 
       48.5       125.      18.75    0.02337    0.00567           O141700301517 
       48.5       125.      18.85     0.0275    0.00615           O141700301518 
       48.5       125.      18.95    0.03162    0.00659           O141700301519 
       48.5       125.      19.05    0.03025    0.00645           O141700301520 
       48.5       125.      19.15     0.0275    0.00615           O141700301521 
       48.5       125.      19.25      0.033    0.00674           O141700301522 
       48.5       125.      19.35    0.01925    0.00514           O141700301523 
       48.5       125.      19.45    0.03987     0.0074           O141700301524 
       48.5       125.      19.55    0.03162    0.00659           O141700301525 
       48.5       125.      19.65    0.01787    0.00496           O141700301526 
       48.5       125.      19.75    0.01925    0.00514           O141700301527 
       48.5       125.      19.85    0.02062    0.00533           O141700301528 
       48.5       125.      19.95    0.03025    0.00645           O141700301529 
       48.5       125.      20.05    0.02546     0.0054           O141700301530 
       48.5       125.      20.15    0.02571     0.0054           O141700301531 
       48.5       125.      20.25    0.02859     0.0054           O141700301532 
       48.5       125.      20.35    0.03209     0.0054           O141700301533 
       48.5       125.      20.45    0.02481     0.0054           O141700301534 
       48.5       125.      20.55    0.03322     0.0054           O141700301535 
       48.5       125.      20.65    0.01786     0.0054           O141700301536 
       48.5       125.      20.75     0.0213     0.0054           O141700301537 
       48.5       125.      20.85     0.0211     0.0054           O141700301538 
       48.5       125.      20.95    0.01509     0.0054           O141700301539 
       48.5       125.      21.05    0.02554     0.0054           O141700301540 
       48.5       125.      21.15     0.0195     0.0054           O141700301541 
       48.5       125.      21.25    0.02146     0.0054           O141700301542 
       48.5       125.      21.35    0.02447     0.0054           O141700301543 
       48.5       125.      21.45    0.02702     0.0054           O141700301544 
       48.5       125.      21.55    0.01641     0.0054           O141700301545 
       48.5       125.      21.65     0.0157     0.0054           O141700301546 
       48.5       125.      21.75    0.02267     0.0054           O141700301547 
       48.5       125.      21.85    0.02243     0.0054           O141700301548 
       48.5       125.      21.95     0.0261     0.0054           O141700301549 
       48.5       125.      22.05    0.02352     0.0054           O141700301550 
       48.5       125.      22.15     0.0297     0.0054           O141700301551 
       48.5       125.      22.25    0.01546     0.0054           O141700301552 
       48.5       125.      22.35    0.02441     0.0054           O141700301553 
       48.5       125.      22.45    0.01779     0.0054           O141700301554 
       48.5       125.      22.55    0.02383     0.0054           O141700301555 
       48.5       125.      22.65    0.02077     0.0054           O141700301556 
       48.5       125.      22.75    0.01684     0.0054           O141700301557 
       48.5       125.      22.85    0.02249     0.0054           O141700301558 
       48.5       125.      22.95    0.01721     0.0054           O141700301559 
       48.5       125.      23.05    0.01875     0.0054           O141700301560 
       48.5       125.      23.15    0.01688     0.0054           O141700301561 
       48.5       125.      23.25     0.0154     0.0054           O141700301562 
       48.5       125.      23.35    0.00763     0.0054           O141700301563 
       48.5       125.      23.45    0.01861     0.0054           O141700301564 
       48.5       125.      23.55    0.01913     0.0054           O141700301565 
       48.5       125.      23.65    0.02564     0.0054           O141700301566 
       48.5       125.      23.75    0.02209     0.0054           O141700301567 
       48.5       125.      23.85    0.01408     0.0054           O141700301568 
       48.5       125.      23.95    0.01501     0.0054           O141700301569 
       48.5       125.      24.05    0.02465     0.0054           O141700301570 
       48.5       125.      24.15    0.00965     0.0054           O141700301571 
       48.5       125.      24.25     0.0188     0.0054           O141700301572 
       48.5       125.      24.35    0.00948     0.0054           O141700301573 
       48.5       125.      24.45    0.01371     0.0054           O141700301574 
       48.5       125.      24.55    0.01909     0.0054           O141700301575 
       48.5       125.      24.65    0.03019     0.0054           O141700301576 
       48.5       125.      24.75    0.01468     0.0054           O141700301577 
       48.5       125.      24.85    0.01956     0.0054           O141700301578 
       48.5       125.      24.95    0.01877     0.0054           O141700301579 
       48.5       125.      25.05    0.01461     0.0054           O141700301580 
       48.5       125.      25.15    0.01375    0.00435           O141700301581 
       48.5       125.      25.25      0.022     0.0055           O141700301582 
       48.5       125.      25.35    0.01925    0.00514           O141700301583 
       48.5       125.      25.45    0.03025    0.00645           O141700301584 
       48.5       125.      25.55    0.02475    0.00583           O141700301585 
       48.5       125.      25.65    0.02062    0.00533           O141700301586 
       48.5       125.      25.75    0.00962    0.00364           O141700301587 
       48.5       125.      25.85    0.01512    0.00456           O141700301588 
       48.5       125.      25.95    0.01512    0.00456           O141700301589 
       48.5       125.      26.05    0.00825    0.00337           O141700301590 
       48.5       125.      26.15    0.00825    0.00337           O141700301591 
       48.5       125.      26.25      0.011    0.00389           O141700301592 
       48.5       125.      26.35    0.00687    0.00307           O141700301593 
       48.5       125.      26.45    0.01787    0.00496           O141700301594 
       48.5       125.      26.55    0.02062    0.00533           O141700301595 
       48.5       125.      26.65     0.0165    0.00476           O141700301596 
       48.5       125.      26.75      0.022     0.0055           O141700301597 
       48.5       125.      26.85    0.01787    0.00496           O141700301598 
       48.5       125.      26.95    0.03162    0.00659           O141700301599 
       48.5       125.      27.05    0.02887     0.0063           O141700301600 
       48.5       125.      27.15     0.0385    0.00728           O141700301601 
       48.5       125.      27.25    0.04675    0.00802           O141700301602 
       48.5       125.      27.35    0.04262    0.00766           O141700301603 
       48.5       125.      27.45    0.03162    0.00659           O141700301604 
       48.5       125.      27.55    0.03162    0.00659           O141700301605 
       48.5       125.      27.65    0.03162    0.00659           O141700301606 
       48.5       125.      27.75     0.0275    0.00615           O141700301607 
       48.5       125.      27.85    0.02337    0.00567           O141700301608 
       48.5       125.      27.95    0.01925    0.00514           O141700301609 
       48.5       125.      28.05    0.02062    0.00533           O141700301610 
       48.5       125.      28.15    0.00825    0.00337           O141700301611 
       48.5       125.      28.25      0.011    0.00389           O141700301612 
       48.5       125.      28.35    0.00825    0.00337           O141700301613 
       48.5       140.       4.55    0.16912    0.01525           O141700301614 
       48.5       140.       4.65    0.17875    0.01568           O141700301615 
       48.5       140.       4.75    0.21587    0.01723           O141700301616 
       48.5       140.       4.85    0.19387    0.01633           O141700301617 
       48.5       140.       4.95    0.16775    0.01519           O141700301618 
       48.5       140.       5.05    0.18424    0.01592           O141700301619 
       48.5       140.       5.15    0.16087    0.01487           O141700301620 
       48.5       140.       5.25    0.18974    0.01615           O141700301621 
       48.5       140.       5.35    0.19112    0.01621           O141700301622 
       48.5       140.       5.45    0.20349    0.01673           O141700301623 
       48.5       140.       5.55    0.17187    0.01537           O141700301624 
       48.5       140.       5.65    0.14575    0.01416           O141700301625 
       48.5       140.       5.75    0.18424    0.01592           O141700301626 
       48.5       140.       5.85     0.1595    0.01481           O141700301627 
       48.5       140.       5.95    0.18562    0.01598           O141700301628 
       48.5       140.       6.05    0.12375    0.01304           O141700301629 
       48.5       140.       6.15    0.14987    0.01436           O141700301630 
       48.5       140.       6.25     0.1595    0.01481           O141700301631 
       48.5       140.       6.35      0.154    0.01455           O141700301632 
       48.5       140.       6.45     0.1815     0.0158           O141700301633 
       48.5       140.       6.55    0.12787    0.01326           O141700301634 
       48.5       140.       6.65    0.14987    0.01436           O141700301635 
       48.5       140.       6.75    0.14025    0.01389           O141700301636 
       48.5       140.       6.85    0.13887    0.01382           O141700301637 
       48.5       140.       6.95    0.13887    0.01382           O141700301638 
       48.5       140.       7.05      0.143    0.01402           O141700301639 
       48.5       140.       7.15      0.132    0.01347           O141700301640 
       48.5       140.       7.25    0.13062     0.0134           O141700301641 
       48.5       140.       7.35    0.14162    0.01395           O141700301642 
       48.5       140.       7.45    0.14025    0.01389           O141700301643 
       48.5       140.       7.55    0.13337    0.01354           O141700301644 
       48.5       140.       7.65      0.121     0.0129           O141700301645 
       48.5       140.       7.75    0.15125    0.01442           O141700301646 
       48.5       140.       7.85    0.12925    0.01333           O141700301647 
       48.5       140.       7.95     0.1155     0.0126           O141700301648 
       48.5       140.       8.05    0.12375    0.01304           O141700301649 
       48.5       140.       8.15    0.10037    0.01175           O141700301650 
       48.5       140.       8.25      0.121     0.0129           O141700301651 
       48.5       140.       8.35    0.13475    0.01361           O141700301652 
       48.5       140.       8.45    0.10037    0.01175           O141700301653 
       48.5       140.       8.55    0.10862    0.01222           O141700301654 
       48.5       140.       8.65    0.10725    0.01214           O141700301655 
       48.5       140.       8.75       0.11     0.0123           O141700301656 
       48.5       140.       8.85      0.099    0.01167           O141700301657 
       48.5       140.       8.95    0.10312    0.01191           O141700301658 
       48.5       140.       9.05    0.11137    0.01237           O141700301659 
       48.5       140.       9.15    0.09075    0.01117           O141700301660 
       48.5       140.       9.25    0.09212    0.01125           O141700301661 
       48.5       140.       9.35      0.099    0.01167           O141700301662 
       48.5       140.       9.45    0.09212    0.01125           O141700301663 
       48.5       140.       9.55     0.0825    0.01065           O141700301664 
       48.5       140.       9.65    0.11275    0.01245           O141700301665 
       48.5       140.       9.75    0.09625     0.0115           O141700301666 
       48.5       140.       9.85    0.08662    0.01091           O141700301667 
       48.5       140.       9.95    0.08662    0.01091           O141700301668 
       48.5       140.      10.05    0.08525    0.01083           O141700301669 
       48.5       140.      10.15    0.05362    0.00859           O141700301670 
       48.5       140.      10.25      0.066    0.00953           O141700301671 
       48.5       140.      10.35    0.08662    0.01091           O141700301672 
       48.5       140.      10.45    0.06737    0.00962           O141700301673 
       48.5       140.      10.55     0.0605    0.00912           O141700301674 
       48.5       140.      10.65    0.07425     0.0101           O141700301675 
       48.5       140.      10.75    0.06875    0.00972           O141700301676 
       48.5       140.      10.85    0.07012    0.00982           O141700301677 
       48.5       140.      10.95    0.07425     0.0101           O141700301678 
       48.5       140.      11.05    0.07562     0.0102           O141700301679 
       48.5       140.      11.15    0.07837    0.01038           O141700301680 
       48.5       140.      11.25    0.07012    0.00982           O141700301681 
       48.5       140.      11.35    0.06737    0.00962           O141700301682 
       48.5       140.      11.45    0.06187    0.00922           O141700301683 
       48.5       140.      11.55    0.05362    0.00859           O141700301684 
       48.5       140.      11.65    0.07012    0.00982           O141700301685 
       48.5       140.      11.75    0.06737    0.00962           O141700301686 
       48.5       140.      11.85    0.07837    0.01038           O141700301687 
       48.5       140.      11.95    0.06737    0.00962           O141700301688 
       48.5       140.      12.05     0.0495    0.00825           O141700301689 
       48.5       140.      12.15      0.055     0.0087           O141700301690 
       48.5       140.      12.25      0.077    0.01029           O141700301691 
       48.5       140.      12.35      0.055     0.0087           O141700301692 
       48.5       140.      12.45    0.05637     0.0088           O141700301693 
       48.5       140.      12.55    0.03987     0.0074           O141700301694 
       48.5       140.      12.65    0.05912    0.00902           O141700301695 
       48.5       140.      12.75    0.06187    0.00922           O141700301696 
       48.5       140.      12.85    0.04812    0.00813           O141700301697 
       48.5       140.      12.95    0.05775    0.00891           O141700301698 
       48.5       140.      13.05     0.0495    0.00825           O141700301699 
       48.5       140.      13.15     0.0605    0.00912           O141700301700 
       48.5       140.      13.25     0.0605    0.00912           O141700301701 
       48.5       140.      13.35    0.06875    0.00972           O141700301702 
       48.5       140.      13.45    0.05912    0.00902           O141700301703 
       48.5       140.      13.55    0.05087    0.00836           O141700301704 
       48.5       140.      13.65    0.06187    0.00922           O141700301705 
       48.5       140.      13.75     0.0605    0.00912           O141700301706 
       48.5       140.      13.85    0.03317      0.008           O141700301707 
       48.5       140.      13.95    0.03766      0.008           O141700301708 
       48.5       140.      14.05    0.04296      0.008           O141700301709 
       48.5       140.      14.15    0.05219      0.008           O141700301710 
       48.5       140.      14.25    0.05165      0.008           O141700301711 
       48.5       140.      14.35    0.04599      0.008           O141700301712 
       48.5       140.      14.45    0.05522      0.008           O141700301713 
       48.5       140.      14.55    0.03743      0.008           O141700301714 
       48.5       140.      14.65    0.04132      0.008           O141700301715 
       48.5       140.      14.75    0.03437    0.00687           O141700301716 
       48.5       140.      14.85    0.03712    0.00714           O141700301717 
       48.5       140.      14.95    0.03712    0.00714           O141700301718 
       48.5       140.      15.05    0.03437    0.00687           O141700301719 
       48.5       140.      15.15    0.04537     0.0079           O141700301720 
       48.5       140.      15.25    0.03162    0.00659           O141700301721 
       48.5       140.      15.35    0.04125    0.00753           O141700301722 
       48.5       140.      15.45     0.0275    0.00615           O141700301723 
       48.5       140.      15.55    0.02887     0.0063           O141700301724 
       48.5       140.      15.65    0.04262    0.00766           O141700301725 
       48.5       140.      15.75     0.0275    0.00615           O141700301726 
       48.5       140.      15.85    0.03987     0.0074           O141700301727 
       48.5       140.      15.95    0.02062    0.00533           O141700301728 
       48.5       140.      16.05     0.0385    0.00728           O141700301729 
       48.5       140.      16.15    0.03712    0.00714           O141700301730 
       48.5       140.      16.25    0.02612    0.00599           O141700301731 
       48.5       140.      16.35    0.02475    0.00583           O141700301732 
       48.5       140.      16.45      0.033    0.00674           O141700301733 
       48.5       140.      16.55      0.022     0.0055           O141700301734 
       48.5       140.      16.65    0.03025    0.00645           O141700301735 
       48.5       140.      16.75    0.02887     0.0063           O141700301736 
       48.5       140.      16.85      0.022     0.0055           O141700301737 
       48.5       140.      16.95    0.02475    0.00583           O141700301738 
       48.5       140.      17.05    0.01512    0.00456           O141700301739 
       48.5       140.      17.15    0.02337    0.00567           O141700301740 
       48.5       140.      17.25    0.01512    0.00456           O141700301741 
       48.5       140.      17.35    0.03162    0.00659           O141700301742 
       48.5       140.      17.45    0.02337    0.00567           O141700301743 
       48.5       140.      17.55    0.02062    0.00533           O141700301744 
       48.5       140.      17.65     0.0385    0.00728           O141700301745 
       48.5       140.      17.75    0.01925    0.00514           O141700301746 
       48.5       140.      17.85     0.0165    0.00476           O141700301747 
       48.5       140.      17.95     0.0275    0.00615           O141700301748 
       48.5       140.      18.05    0.01925    0.00514           O141700301749 
       48.5       140.      18.15     0.0165    0.00476           O141700301750 
       48.5       140.      18.25    0.02062    0.00533           O141700301751 
       48.5       140.      18.35    0.03025    0.00645           O141700301752 
       48.5       140.      18.45    0.03712    0.00714           O141700301753 
       48.5       140.      18.55    0.03437    0.00687           O141700301754 
       48.5       140.      18.65      0.033    0.00674           O141700301755 
       48.5       140.      18.75    0.03025    0.00645           O141700301756 
       48.5       140.      18.85    0.02337    0.00567           O141700301757 
       48.5       140.      18.95    0.02062    0.00533           O141700301758 
       48.5       140.      19.05    0.01512    0.00456           O141700301759 
       48.5       140.      19.15      0.022     0.0055           O141700301760 
       48.5       140.      19.25    0.01512    0.00456           O141700301761 
       48.5       140.      19.35    0.02337    0.00567           O141700301762 
       48.5       140.      19.45    0.02062    0.00533           O141700301763 
       48.5       140.      19.55    0.01925    0.00514           O141700301764 
       48.5       140.      19.65    0.02062    0.00533           O141700301765 
       48.5       140.      19.75    0.02227    0.00385           O141700301766 
       48.5       140.      19.85    0.02451    0.00385           O141700301767 
       48.5       140.      19.95    0.01953    0.00385           O141700301768 
       48.5       140.      20.05    0.01352    0.00385           O141700301769 
       48.5       140.      20.15     0.0229    0.00385           O141700301770 
       48.5       140.      20.25    0.01248    0.00385           O141700301771 
       48.5       140.      20.35    0.01793    0.00385           O141700301772 
       48.5       140.      20.45     0.0237    0.00385           O141700301773 
       48.5       140.      20.55    0.02334    0.00385           O141700301774 
       48.5       140.      20.65    0.01435    0.00385           O141700301775 
       48.5       140.      20.75    0.01193    0.00385           O141700301776 
       48.5       140.      20.85    0.02341    0.00385           O141700301777 
       48.5       140.      20.95    0.01811    0.00385           O141700301778 
       48.5       140.      21.05     0.0166    0.00385           O141700301779 
       48.5       140.      21.15    0.01797    0.00385           O141700301780 
       48.5       140.      21.25    0.01472    0.00385           O141700301781 
       48.5       140.      21.35    0.00766    0.00385           O141700301782 
       48.5       140.      21.45    0.01703    0.00385           O141700301783 
       48.5       140.      21.55    0.02066    0.00385           O141700301784 
       48.5       140.      21.65     0.0159    0.00385           O141700301785 
       48.5       140.      21.75    0.01166    0.00385           O141700301786 
       48.5       140.      21.85    0.01488    0.00385           O141700301787 
       48.5       140.      21.95    0.01554    0.00385           O141700301788 
       48.5       140.      22.05    0.01936    0.00385           O141700301789 
       48.5       140.      22.15    0.01639    0.00385           O141700301790 
       48.5       140.      22.25    0.01833    0.00385           O141700301791 
       48.5       140.      22.35    0.00861    0.00385           O141700301792 
       48.5       140.      22.45    0.01103    0.00385           O141700301793 
       48.5       140.      22.55    0.01634    0.00385           O141700301794 
       48.5       140.      22.65    0.01568    0.00385           O141700301795 
       48.5       140.      22.75    0.01759    0.00385           O141700301796 
       48.5       140.      22.85    0.00834    0.00385           O141700301797 
       48.5       140.      22.95    0.00523    0.00385           O141700301798 
       48.5       140.      23.05    0.01154    0.00385           O141700301799 
       48.5       140.      23.15    0.00603    0.00385           O141700301800 
       48.5       140.      23.25    0.00432    0.00385           O141700301801 
       48.5       140.      23.35    0.01259    0.00385           O141700301802 
       48.5       140.      23.45    0.01417    0.00385           O141700301803 
       48.5       140.      23.55    0.01129    0.00385           O141700301804 
       48.5       140.      23.65    0.00967    0.00385           O141700301805 
       48.5       140.      23.75    0.01974    0.00385           O141700301806 
       48.5       140.      23.85    0.00419    0.00385           O141700301807 
       48.5       140.      23.95    0.00897    0.00385           O141700301808 
       48.5       140.      24.05    0.00795    0.00385           O141700301809 
       48.5       140.      24.15    0.01343    0.00385           O141700301810 
       48.5       140.      24.25    0.00545    0.00385           O141700301811 
       48.5       140.      24.35    0.00994    0.00385           O141700301812 
       48.5       140.      24.45    0.00841    0.00385           O141700301813 
       48.5       140.      24.55    0.00637    0.00385           O141700301814 
       48.5       140.      24.65     0.0058    0.00385           O141700301815 
       48.5       140.      24.75    0.01088    0.00385           O141700301816 
       48.5       140.      24.85    0.00689    0.00385           O141700301817 
       48.5       140.      24.95    0.00989    0.00385           O141700301818 
       48.5       140.      25.05    0.00412    0.00238           O141700301819 
       48.5       140.      25.15    0.00825    0.00337           O141700301820 
       48.5       140.      25.25      0.011    0.00389           O141700301821 
       48.5       140.      25.35    0.00962    0.00364           O141700301822 
       48.5       140.      25.45    0.01237    0.00412           O141700301823 
       48.5       140.      25.55    0.00687    0.00307           O141700301824 
       48.5       140.      25.65     0.0055    0.00275           O141700301825 
       48.5       140.      25.75    0.00825    0.00337           O141700301826 
       48.5       140.      25.85    0.01512    0.00456           O141700301827 
       48.5       140.      25.95    0.01237    0.00412           O141700301828 
       48.5       140.      26.05    0.01925    0.00514           O141700301829 
       48.5       140.      26.15    0.01925    0.00514           O141700301830 
       48.5       140.      26.25      0.022     0.0055           O141700301831 
       48.5       140.      26.35    0.02062    0.00533           O141700301832 
       48.5       140.      26.45    0.01375    0.00435           O141700301833 
       48.5       140.      26.55    0.03162    0.00659           O141700301834 
       48.5       140.      26.65    0.02475    0.00583           O141700301835 
       48.5       140.      26.75    0.02062    0.00533           O141700301836 
       48.5       140.      26.85      0.022     0.0055           O141700301837 
       48.5       140.      26.95    0.02337    0.00567           O141700301838 
       48.5       140.      27.05    0.01787    0.00496           O141700301839 
       48.5       140.      27.15    0.03162    0.00659           O141700301840 
       48.5       140.      27.25    0.03025    0.00645           O141700301841 
       48.5       140.      27.35    0.01375    0.00435           O141700301842 
       48.5       140.      27.45    0.01512    0.00456           O141700301843 
       48.5       140.      27.55    0.00962    0.00364           O141700301844 
       48.5       140.      27.65    0.00962    0.00364           O141700301845 
       48.5       145.       4.55    0.20899    0.01695           O141700301846 
       48.5       145.       4.65    0.17187    0.01537           O141700301847 
       48.5       145.       4.75    0.21174    0.01706           O141700301848 
       48.5       145.       4.85    0.17187    0.01537           O141700301849 
       48.5       145.       4.95    0.20074    0.01661           O141700301850 
       48.5       145.       5.05    0.20899    0.01695           O141700301851 
       48.5       145.       5.15     0.1705    0.01531           O141700301852 
       48.5       145.       5.25    0.17737    0.01562           O141700301853 
       48.5       145.       5.35    0.16225    0.01494           O141700301854 
       48.5       145.       5.45      0.154    0.01455           O141700301855 
       48.5       145.       5.55    0.17325    0.01543           O141700301856 
       48.5       145.       5.65    0.14987    0.01436           O141700301857 
       48.5       145.       5.75     0.1485    0.01429           O141700301858 
       48.5       145.       5.85    0.13612    0.01368           O141700301859 
       48.5       145.       5.95    0.15812    0.01474           O141700301860 
       48.5       145.       6.05    0.15812    0.01474           O141700301861 
       48.5       145.       6.15    0.19112    0.01621           O141700301862 
       48.5       145.       6.25      0.143    0.01402           O141700301863 
       48.5       145.       6.35       0.11     0.0123           O141700301864 
       48.5       145.       6.45    0.17325    0.01543           O141700301865 
       48.5       145.       6.55    0.15812    0.01474           O141700301866 
       48.5       145.       6.65    0.13887    0.01382           O141700301867 
       48.5       145.       6.75    0.12512    0.01312           O141700301868 
